complaint_id,customer_id,complaint_type,description,complaint_date,resolved
473,2471,billing,Subject she young north.,2025-03-12,resolved
474,1524,internet,Method music candidate teacher enter question.,2024-11-29,no
475,595,billing,Record forward look civil.,2024-07-30,no
476,183,service,My government once item here.,2025-02-24,no
477,923,internet,Organization practice minute pressure.,2025-04-17,no
478,299,service,Job thought half edge wall out myself section.,2025-02-22,resolved
479,724,network,Wall early skill fact table ability that.,2024-08-24,resolved
480,4308,network,Wear page field yet.,2024-12-19,no
481,4409,network,Realize strategy pick commercial garden.,2025-04-08,no
482,629,internet,Edge water within available four leave.,2024-11-05,yes
483,4699,coverage,Drug thing society might feeling security sea.,2024-08-13,yes
484,2791,coverage,Break value push than box mother by.,2025-01-25,unresolved
485,535,network,Discussion nice space simply.,2024-10-07,no
486,103,billing,Dog couple who piece reflect page perform good.,2024-08-14,yes
487,2240,billing,Seem little finally college room.,2025-01-30,yes
488,901,service,Claim book different remain team recently.,2025-05-28,no
489,1581,service,Rest conference meet company usually.,2024-07-26,yes
490,469,coverage,Line citizen affect become yeah fight.,2024-06-25,yes
491,4938,billing,Effort nothing everyone college arm deal.,2025-01-17,unresolved
492,332,service,Light garden year along so state.,2024-12-21,resolved
493,1544,internet,Current drop forget put.,2024-07-10,yes
494,3139,service,Practice now together address city parent next.,2025-01-19,no
495,1561,internet,,2024-09-05,resolved
496,649,billing,Quality usually generation baby detail.,2025-02-23,no
497,2167,internet,Hotel win bed may goal eye.,2025-03-08,resolved
498,2148,service,Training single specific else there front.,2024-12-23,yes
499,2886,billing,Better response late these activity.,2024-11-13,yes
500,2410,billing,Also describe late address.,2025-02-26,resolved
501,1996,billing,Per born policy guy.,2025-04-18,unresolved
502,132,billing,Deep action do thank all.,2025-03-04,yes
503,1278,internet,Future hard better help.,2025-03-03,resolved
504,1117,service,Analysis whether probably seven future traditional source.,2024-06-26,resolved
505,621,internet,Maintain protect use suggest public politics become.,2024-08-27,resolved
506,415,billing,Only clear particular.,2024-11-18,yes
507,4203,billing,Level serious significant last across expect.,2024-10-24,yes
508,2450,internet,Coach media since time find.,2025-06-15,resolved
509,1766,coverage,Street kind animal others sound nor.,2024-10-22,no
510,3077,billing,Edge hair majority ask our week figure political.,2024-06-28,unresolved
511,2677,network,Should reveal argue low color land down.,2025-01-03,unresolved
512,3867,billing,Nation usually strategy blood hand watch big that.,2024-06-21,no
513,170,billing,Reason there line American behind kind amount talk.,2024-07-23,resolved
514,3026,internet,Arrive dark story suffer.,2024-09-07,resolved
515,2122,coverage,,2025-02-14,unresolved
516,2979,billing,,2025-02-02,yes
517,244,service,Especially matter production left.,2024-08-02,no
518,1098,billing,News hundred air stuff hope main huge become.,2025-05-08,unresolved
519,2341,billing,,2024-09-09,no
520,302,coverage,,2024-09-26,no
521,4248,billing,,2024-10-29,resolved
522,1103,billing,Into happy current network.,2025-02-28,resolved
523,1384,billing,Republican his sit rock church main up.,2025-06-03,unresolved
524,1984,coverage,Serve ago thought suffer one.,2024-08-16,unresolved
525,4103,billing,Operation relate while know.,2024-10-23,no
526,178,service,Treat program line affect message high.,2024-09-18,resolved
527,4960,coverage,Guess girl keep together keep million southern interview.,2024-10-10,resolved
528,4463,internet,Indicate almost need.,2025-05-21,unresolved
529,1291,billing,Drop teach condition research around.,2024-06-28,yes
530,2054,network,Firm how provide.,2024-10-17,unresolved
531,1290,billing,Line board hold government training push only.,2025-06-02,no
532,3813,network,Live of yes may collection speech could.,2025-02-18,unresolved
533,3051,service,Minute small member know prevent public.,2025-04-29,no
534,3002,billing,,2025-05-25,no
535,183,coverage,Computer agree great later medical participant design think.,2025-06-15,resolved
536,531,billing,Song several discussion show.,2025-03-30,yes
537,4380,coverage,Million north police unit song early address.,2025-03-09,yes
538,3604,service,,2024-09-24,unresolved
539,4804,service,Animal we behavior sound at attack.,2025-04-27,resolved
540,2312,service,Short your music.,2024-12-25,resolved
541,3981,network,Institution could live watch.,2024-09-30,unresolved
542,1137,coverage,Country own check tough standard protect.,2025-04-16,unresolved
543,566,coverage,Training let start near.,2024-12-10,no
544,3327,service,Stand information woman picture.,2024-07-14,resolved
545,4640,billing,Brother try land up hair herself.,2025-02-02,unresolved
546,543,service,Issue now serve including.,2025-03-04,no
547,3048,billing,They test stuff join baby rock.,2025-03-18,no
548,4402,coverage,Structure trial election price.,2025-03-01,yes
549,3635,coverage,And maybe process behavior should between.,2025-05-13,unresolved
550,1062,internet,Travel involve small land sense rock manage.,2025-05-04,resolved
551,3424,billing,Born enough including present budget cultural alone.,2024-12-10,yes
552,4582,billing,Very issue mind character institution apply travel.,2024-08-15,resolved
553,3613,coverage,Radio future before capital garden sure.,2024-12-19,no
554,4089,service,Professor ability culture generation hard memory.,2024-08-11,unresolved
555,1790,billing,Boy travel sign billion task value them.,2024-10-10,unresolved
556,4179,internet,,2024-11-12,yes
557,2040,network,Star young perform.,2024-07-18,no
558,1641,network,Support evening their network focus.,2024-07-15,no
559,1822,billing,,2025-02-21,unresolved
560,2476,network,Great decision east finally professor Mrs stay lose.,2025-05-30,no
561,167,internet,Book popular fly data including example executive.,2025-06-09,no
562,3619,coverage,Actually total approach eat.,2025-05-24,yes
563,408,coverage,Space ability before technology change trip every.,2025-01-28,unresolved
564,246,service,Prevent shake space success fear.,2025-06-06,unresolved
565,1136,service,Enjoy great scene participant political quickly thousand.,2024-08-28,resolved
566,1162,service,Standard away hard night.,2024-06-20,unresolved
567,2090,billing,Point then because behind per former their trouble.,2025-02-24,resolved
568,4703,internet,Great perform trade white great another enjoy big.,2025-02-14,no
569,1776,billing,Push affect far about.,2024-10-16,unresolved
570,4322,internet,Far type than day type.,2024-06-29,resolved
571,2504,network,Quite bed story really family watch sometimes.,2025-02-20,yes
572,1927,coverage,Speech together drive central set.,2024-07-16,resolved
573,2103,coverage,Board contain position top late physical.,2024-12-23,no
574,4433,internet,Although benefit hand catch responsibility watch.,2024-10-30,unresolved
575,1094,network,Example too for build major kid arrive stuff.,2024-09-01,unresolved
576,2510,coverage,But those mind we anyone either hope else.,2025-03-13,unresolved
577,3551,service,Yeah sing trouble opportunity now describe including.,2025-05-08,unresolved
578,399,internet,Maintain enough structure artist list.,2025-05-23,unresolved
579,378,network,Challenge night space list fall perhaps.,2024-06-20,yes
580,662,network,Soon particular their type strong enter.,2024-11-12,no
581,1899,network,Specific left agree piece about direction.,2024-08-25,yes
582,242,internet,See charge win eye best fire structure.,2025-03-27,unresolved
583,3679,network,Your enter before system.,2025-04-21,resolved
584,3898,internet,Accept discover over son until turn act.,2024-10-10,resolved
585,3154,coverage,Avoid nature somebody girl Congress.,2024-09-17,no
586,3146,internet,Dream third action a.,2025-03-12,no
587,4846,coverage,,2024-09-18,resolved
588,4015,billing,Study cup seem forward company office year.,2025-01-01,resolved
589,3078,internet,Force between third tree car.,2024-10-19,unresolved
590,3473,coverage,Reflect cup involve fill time either.,2025-05-11,no
591,1743,billing,Involve despite everybody claim huge.,2024-09-04,unresolved
592,2926,service,Phone attention truth line tell some material.,2024-06-18,unresolved
593,2579,network,Set team tree staff minute.,2024-08-20,resolved
594,2217,billing,Respond life help establish provide him small with.,2024-11-15,no
595,43,billing,Would allow television even but than.,2025-02-18,no
596,2929,billing,Interest much operation choose.,2024-09-23,unresolved
597,4236,internet,List hot say agree yeah marriage sport.,2024-07-29,yes
598,4533,network,Read late simply.,2024-12-09,unresolved
599,989,internet,Start director doctor here.,2024-07-18,yes
600,3909,coverage,After value hand according investment nothing call.,2024-09-06,no
601,3034,billing,Field put truth along successful enough.,2025-05-01,yes
602,2774,network,Study sort hospital hour real student director Mr.,2025-04-17,unresolved
603,1923,network,Usually decision democratic quite official building ten.,2024-10-21,no
604,4011,service,Room close perhaps let save quickly.,2025-02-10,unresolved
605,4660,internet,Deep special hospital shoulder beautiful whole father.,2025-02-22,resolved
606,3229,billing,,2024-08-31,yes
607,3054,service,Citizen whom east information reach factor product.,2025-05-11,yes
608,4202,coverage,Mother give its able.,2024-08-16,no
609,362,coverage,His police west cup.,2025-01-25,resolved
610,1098,service,Security method include against ready movie your worker.,2024-09-17,resolved
611,1069,billing,Practice others couple reflect.,2025-03-10,yes
612,2240,network,Past crime born toward stand modern.,2024-11-08,no
613,644,billing,Future real wrong seven tonight.,2025-03-14,unresolved
614,473,internet,,2024-12-19,resolved
615,1148,coverage,Simply standard air its.,2025-03-20,no
616,812,network,Modern low may yourself book both.,2024-07-15,no
617,1546,internet,Small or worry leader official series break.,2025-05-25,resolved
618,1170,coverage,,2025-04-30,yes
619,3232,internet,Perhaps though eye up enough rest help.,2024-10-13,no
620,4876,billing,Rock both energy manage.,2024-10-14,yes
621,2818,network,Back indeed do me tend source book.,2024-12-04,no
622,4680,network,Expert wind town.,2025-02-28,yes
623,4111,service,Realize miss somebody culture source skill tax.,2025-03-25,yes
624,2972,billing,Next its address ever say.,2024-10-25,yes
625,4779,network,Tell several natural fish drive man.,2024-10-12,no
626,297,service,Paper research son magazine glass age need.,2025-01-10,no
627,3716,network,Benefit all another catch population eye.,2025-02-28,unresolved
628,2704,internet,Market rate anyone upon.,2024-06-27,no
629,3938,service,Office mother mean long report until their.,2025-04-05,unresolved
630,2249,network,Involve prevent animal newspaper on too decision.,2025-02-02,resolved
631,3850,service,Guess point beyond miss about.,2025-02-07,resolved
632,2754,internet,Parent chance ask.,2024-06-23,resolved
633,439,service,Economy serve have admit.,2025-05-03,resolved
634,4416,coverage,Serve within seat need seem.,2024-08-16,no
635,1954,network,Writer give a production everybody tend.,2025-01-30,yes
636,863,network,Be staff clear box mind job total.,2024-08-26,no
637,4206,service,Impact husband city weight event ground.,2024-09-23,no
638,1850,billing,Range mother audience check.,2024-12-01,resolved
639,3266,internet,Total wonder one program total expect.,2024-12-09,resolved
640,4935,coverage,Within media red.,2025-05-05,yes
641,877,internet,Sometimes perhaps read in see activity.,2024-10-14,no
642,1950,internet,Per chair final itself fly so begin.,2024-08-06,no
643,3197,coverage,Make central television believe.,2024-12-29,no
644,1078,billing,,2025-03-26,yes
645,4694,billing,Adult beyond perhaps far last.,2025-03-02,yes
646,4523,network,Expert wind list.,2024-09-04,unresolved
